"RelativePath","TopLevelFolder","Directory","FileName","Extension","SizeBytes","SizeKiB","LastWriteTimeUtc","FileAgeDays","IsText","IsBinary","LineCount","NonEmptyLineCount","CharCount","AvgLineLength","MaxLineLength"
"demos/god_tier_performance_monitoring_demo.py","demos","demos","god_tier_performance_monitoring_demo.py",".py","12708","12.41","2026-04-01T15:28:00.9353689Z","2.522","True","False","364","298","11926","32.764","87"
"demos/README.md","demos","demos","README.md",".md","980","0.957","2026-04-01T15:28:00.9303330Z","2.522","True","False","28","21","918","32.786","113"
"demos/tier_health_demo.py","demos","demos","tier_health_demo.py",".py","7557","7.38","2026-04-01T15:28:00.9943484Z","2.522","True","False","221","193","7095","32.104","80"
"demos/tier_platform_demo.py","demos","demos","tier_platform_demo.py",".py","13685","13.364","2026-04-01T15:28:01.0003584Z","2.522","True","False","392","333","12823","32.712","86"
"demos/kernel/demo_comprehensive.py","demos","demos\kernel","demo_comprehensive.py",".py","12293","12.005","2026-04-01T15:28:00.9675745Z","2.522","True","False","338","259","11519","34.08","91"
"demos/kernel/demo_holographic.py","demos","demos\kernel","demo_holographic.py",".py","9952","9.719","2026-04-01T15:28:00.9715756Z","2.522","True","False","270","217","9398","34.807","130"
"demos/kernel/presentation_demo.py","demos","demos\kernel","presentation_demo.py",".py","8734","8.529","2026-04-01T15:28:00.9740978Z","2.522","True","False","243","197","8220","33.827","88"
"demos/security_advantage/.gitignore","demos","demos\security_advantage",".gitignore",".gitignore","218","0.213","2026-03-29T00:58:41.4381471Z","6.125","True","False","17","14","184","10.824","23"
"demos/security_advantage/csharp/CSharpImpossibility.cs","demos","demos\security_advantage\csharp","CSharpImpossibility.cs",".cs","16740","16.348","2026-03-29T00:58:41.4391469Z","6.125","True","False","408","345","15872","38.902","114"
"demos/security_advantage/csharp/CSharpImpossibility.csproj","demos","demos\security_advantage\csharp","CSharpImpossibility.csproj",".csproj","250","0.244","2026-03-29T00:58:41.4391469Z","6.125","True","False","8","8","234","29.25","47"
"demos/security_advantage/csharp/TARLCSharpProtection.cs","demos","demos\security_advantage\csharp","TARLCSharpProtection.cs",".cs","21151","20.655","2026-03-29T00:58:41.4401469Z","6.125","True","False","510","435","19969","39.155","113"
"demos/security_advantage/go/go_impossibility.go","demos","demos\security_advantage\go","go_impossibility.go",".go","14140","13.809","2026-03-29T00:58:41.4411469Z","6.125","True","False","412","331","13262","32.189","95"
"demos/security_advantage/go/README.md","demos","demos\security_advantage\go","README.md",".md","2724","2.66","2026-04-01T15:28:00.9766139Z","2.522","True","False","75","54","2570","34.267","212"
"demos/security_advantage/go/tarl_go_protection.go","demos","demos\security_advantage\go","tarl_go_protection.go",".go","16035","15.659","2026-03-29T00:58:41.4421469Z","6.125","True","False","477","403","14919","31.277","103"
"demos/security_advantage/java/JavaImpossibility.java","demos","demos\security_advantage\java","JavaImpossibility.java",".java","16268","15.887","2026-03-29T00:58:41.4431263Z","6.125","True","False","361","296","15504","42.947","107"
"demos/security_advantage/java/TARLJavaProtection.java","demos","demos\security_advantage\java","TARLJavaProtection.java",".java","22972","22.434","2026-03-29T00:58:41.4441305Z","6.125","True","False","490","412","21830","44.551","110"
"demos/security_advantage/javascript/javascript_impossibility.js","demos","demos\security_advantage\javascript","javascript_impossibility.js",".js","13059","12.753","2026-03-29T00:58:41.4445255Z","6.125","True","False","349","282","12311","35.275","94"
"demos/security_advantage/javascript/tarl_javascript_protection.js","demos","demos\security_advantage\javascript","tarl_javascript_protection.js",".js","7742","7.561","2026-03-29T00:58:41.4455312Z","6.125","True","False","189","166","7304","38.646","99"
"demos/security_advantage/python/python_impossibility.py","demos","demos\security_advantage\python","python_impossibility.py",".py","13343","13.03","2026-04-01T15:28:00.9796198Z","2.522","True","False","387","288","12517","32.344","91"
"demos/security_advantage/python/tarl_python_protection.py","demos","demos\security_advantage\python","tarl_python_protection.py",".py","10339","10.097","2026-04-01T15:28:00.9847785Z","2.522","True","False","304","246","9665","31.793","82"
"demos/security_advantage/rust/README.md","demos","demos\security_advantage\rust","README.md",".md","2810","2.744","2026-04-01T15:28:00.9867885Z","2.522","True","False","80","56","2646","33.075","212"
"demos/security_advantage/rust/rust_impossibility.rs","demos","demos\security_advantage\rust","rust_impossibility.rs",".rs","15463","15.101","2026-03-29T00:58:41.4485308Z","6.125","True","False","444","366","14519","32.7","95"
"demos/security_advantage/rust/tarl_rust_protection.rs","demos","demos\security_advantage\rust","tarl_rust_protection.rs",".rs","17362","16.955","2026-03-29T00:58:41.4495306Z","6.125","True","False","467","395","16258","34.814","94"
"demos/thirstys_security_demo/demo_server.py","demos","demos\thirstys_security_demo","demo_server.py",".py","8581","8.38","2026-04-01T15:28:00.9928279Z","2.522","True","False","230","208","8115","35.283","157"
"demos/thirstys_security_demo/docker-compose.yml","demos","demos\thirstys_security_demo","docker-compose.yml",".yml","331","0.323","2026-03-29T00:58:41.4515303Z","6.125","True","False","15","13","301","20.067","63"
"demos/thirstys_security_demo/Dockerfile","demos","demos\thirstys_security_demo","Dockerfile","[no-ext]","169","0.165","2026-03-29T00:58:41.4505308Z","6.125","True","False","12","7","145","12.083","32"
"demos/thirstys_security_demo/README.md","demos","demos\thirstys_security_demo","README.md",".md","2745","2.681","2026-04-01T15:28:00.9887891Z","2.522","True","False","126","86","2473","19.627","82"
